Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Zellnor Myrie,Scott M. Stringer,Michael Blake,Selma K. Bartholomew,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Michael Blake,Selma K. Bartholomew,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Michael Blake,Whitney R. Tilson,Adrienne E. Adams,1
Zellnor Myrie,Scott M. Stringer,Michael Blake,Zellnor Myrie,Zellnor Myrie,1
Zellnor Myrie,Scott M. Stringer,Michael Blake,skipped,skipped,1
Zellnor Myrie,Scott M. Stringer,Paperboy Love Prince,Andrew M. Cuomo,Whitney R. Tilson,1
Zellnor Myrie,Scott M. Stringer,Paperboy Love Prince,Brad Lander,Zohran Kwame Mamdani,1
Zellnor Myrie,Scott M. Stringer,Paperboy Love Prince,Whitney R. Tilson,Selma K. Bartholomew,1
Zellnor Myrie,Scott M. Stringer,Paperboy Love Prince,skipped,skipped,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Adrienne E. Adams,Jessica Ramos,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Andrew M. Cuomo,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Brad Lander,Whitney R. Tilson,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Michael Blake,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Zohran Kwame Mamdani,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Selma K. Bartholomew,Zohran Kwame Mamdani,Zohran Kwame Mamdani,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Adrienne E. Adams,Andrew M. Cuomo,3
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,2
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Adrienne E. Adams,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Adrienne E. Adams,skipped,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Andrew M. Cuomo,Adrienne E. Adams,2
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,4
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Andrew M. Cuomo,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Andrew M. Cuomo,Paperboy Love Prince,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Andrew M. Cuomo,skipped,7
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,5
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Jessica Ramos,3
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Michael Blake,3
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Paperboy Love Prince,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Scott M. Stringer,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,5
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Brad Lander,skipped,2
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Jessica Ramos,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Michael Blake,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Michael Blake,Paperboy Love Prince,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Selma K. Bartholomew,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Write-in,skipped,1
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,Zohran Kwame Mamdani,Brad Lander,3
Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,skipped,skipped,3
Zellnor Myrie,Scott M. Stringer,Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,1
Zellnor Myrie,Scott M. Stringer,Zellnor Myrie,Zellnor Myrie,Andrew M. Cuomo,1
Zellnor Myrie,Scott M. Stringer,Zellnor Myrie,skipped,skipped,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,Andrew M. Cuomo,5
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,Brad Lander,3
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,Jessica Ramos,4
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,Michael Blake,2
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,skipped,2
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Adrienne E. Adams,2
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Jessica Ramos,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Selma K. Bartholomew,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Write-in,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,Zellnor Myrie,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Brad Lander,Adrienne E. Adams,4
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Brad Lander,Jessica Ramos,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Brad Lander,Whitney R. Tilson,2
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Brad Lander,skipped,3
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,Brad Lander,2
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,Paperboy Love Prince,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,Whitney R. Tilson,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Michael Blake,Adrienne E. Adams,3
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Michael Blake,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Michael Blake,Paperboy Love Prince,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Michael Blake,skipped,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Selma K. Bartholomew,Adrienne E. Adams,3
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Selma K. Bartholomew,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Selma K. Bartholomew,Jessica Ramos,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Selma K. Bartholomew,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Selma K. Bartholomew,Whitney R. Tilson,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,Whitney R. Tilson,Michael Blake,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,skipped,Brad Lander,1
Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,skipped,skipped,10
Zellnor Myrie,Scott M. Stringer,overvote,overvote,overvote,1
Zellnor Myrie,Scott M. Stringer,overvote,skipped,Whitney R. Tilson,1
Zellnor Myrie,Scott M. Stringer,skipped,skipped,Jessica Ramos,1
Zellnor Myrie,Scott M. Stringer,skipped,skipped,skipped,31
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Andrew M. Cuomo,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Brad Lander,Zohran Kwame Mamdani,2
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Jessica Ramos,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Michael Blake,Andrew M. Cuomo,2
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Michael Blake,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Michael Blake,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Scott M. Stringer,Whitney R. Tilson,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Scott M. Stringer,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Zohran Kwame Mamdani,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Zohran Kwame Mamdani,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,Zohran Kwame Mamdani,Scott M. Stringer,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,overvote,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Adrienne E. Adams,skipped,skipped,2
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Jessica Ramos,Scott M. Stringer,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Scott M. Stringer,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Scott M. Stringer,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Scott M. Stringer,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Whitney R. Tilson,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Whitney R. Tilson,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Andrew M. Cuomo,Zohran Kwame Mamdani,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Andrew M. Cuomo,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Jessica Ramos,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Michael Blake,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Scott M. Stringer,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Scott M. Stringer,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Scott M. Stringer,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Brad Lander,Whitney R. Tilson,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Adrienne E. Adams,Brad Lander,2
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Andrew M. Cuomo,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Brad Lander,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Brad Lander,Whitney R. Tilson,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Michael Blake,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Scott M. Stringer,Adrienne E. Adams,2
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Scott M. Stringer,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Scott M. Stringer,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Scott M. Stringer,Zohran Kwame Mamdani,2
Zellnor Myrie,Selma K. Bartholomew,Jessica Ramos,Whitney R. Tilson,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Adrienne E. Adams,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Adrienne E. Adams,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Adrienne E. Adams,Paperboy Love Prince,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Adrienne E. Adams,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Jessica Ramos,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Jessica Ramos,Paperboy Love Prince,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Jessica Ramos,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Write-in,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Write-in,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Paperboy Love Prince,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,skipped,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Michael Blake,skipped,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Paperboy Love Prince,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Paperboy Love Prince,Zellnor Myrie,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Andrew M. Cuomo,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,2
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Scott M. Stringer,skipped,skipped,2
Zellnor Myrie,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Jessica Ramos,1
Zellnor Myrie,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Zellnor Myrie,Andrew M. Cuomo,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Paperboy Love Prince,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Whitney R. Tilson,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Andrew M. Cuomo,Michael Blake,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Andrew M. Cuomo,Whitney R. Tilson,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Brad Lander,Adrienne E. Adams,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Brad Lander,Michael Blake,2
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Jessica Ramos,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Jessica Ramos,Whitney R. Tilson,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Michael Blake,Brad Lander,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Michael Blake,skipped,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,Selma K. Bartholomew,Scott M. Stringer,1
Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,skipped,skipped,1
Zellnor Myrie,Selma K. Bartholomew,skipped,skipped,skipped,5
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Andrew M. Cuomo,Brad Lander,8
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Andrew M. Cuomo,skipped,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,Andrew M. Cuomo,31
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,Scott M. Stringer,6
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,Zohran Kwame Mamdani,11
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,skipped,4
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Jessica Ramos,Andrew M. Cuomo,2
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Jessica Ramos,Zohran Kwame Mamdani,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Michael Blake,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Michael Blake,Brad Lander,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Michael Blake,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Paperboy Love Prince,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Scott M. Stringer,Andrew M. Cuomo,10
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Scott M. Stringer,Brad Lander,5
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Scott M. Stringer,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Scott M. Stringer,skipped,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Write-in,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,Brad Lander,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,skipped,1
Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,skipped,skipped,6
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Adrienne E. Adams,Brad Lander,3
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Adrienne E. Adams,Scott M. Stringer,3
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Adrienne E. Adams,skipped,6
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Andrew M. Cuomo,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,Adrienne E. Adams,3
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,Jessica Ramos,2
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Brad Lander,skipped,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Jessica Ramos,Write-in,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Jessica Ramos,skipped,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Scott M. Stringer,Brad Lander,4
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Scott M. Stringer,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Scott M. Stringer,Zohran Kwame Mamdani,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Scott M. Stringer,skipped,3
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Zohran Kwame Mamdani,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,Zohran Kwame Mamdani,skipped,1
Zellnor Myrie,Whitney R. Tilson,Andrew M. Cuomo,skipped,skipped,26
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Andrew M. Cuomo,60
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Michael Blake,4
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Scott M. Stringer,11
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Write-in,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,Zohran Kwame Mamdani,50
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,skipped,16
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,Adrienne E. Adams,4
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,Scott M. Stringer,5
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,Zohran Kwame Mamdani,2
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Andrew M. Cuomo,skipped,13
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Jessica Ramos,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Jessica Ramos,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Michael Blake,Andrew M. Cuomo,2
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,3
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,Adrienne E. Adams,13
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,Andrew M. Cuomo,25
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,Michael Blake,3
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,Zohran Kwame Mamdani,14
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Scott M. Stringer,skipped,2
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Write-in,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Zellnor Myrie,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,Adrienne E. Adams,6
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,Andrew M. Cuomo,3
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,skipped,7
Zellnor Myrie,Whitney R. Tilson,Brad Lander,skipped,skipped,18
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Adrienne E. Adams,Brad Lander,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Andrew M. Cuomo,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Andrew M. Cuomo,Zohran Kwame Mamdani,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Andrew M. Cuomo,skipped,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Brad Lander,Adrienne E. Adams,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Brad Lander,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Michael Blake,Adrienne E. Adams,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Paperboy Love Prince,Adrienne E. Adams,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Scott M. Stringer,Zohran Kwame Mamdani,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Scott M. Stringer,skipped,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Selma K. Bartholomew,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Selma K. Bartholomew,skipped,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,Write-in,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,skipped,skipped,2
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,Brad Lander,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,Paperboy Love Prince,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,Selma K. Bartholomew,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Andrew M. Cuomo,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Andrew M. Cuomo,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Brad Lander,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Brad Lander,Scott M. Stringer,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Brad Lander,skipped,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Jessica Ramos,Adrienne E. Adams,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Paperboy Love Prince,Brad Lander,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,1
Zellnor Myrie,Whitney R. Tilson,Michael Blake,skipped,skipped,3
Zellnor Myrie,Whitney R. Tilson,Paperboy Love Prince,Adrienne E. Adams,Andrew M. Cuomo,1
Zellnor Myrie,Whitney R. Tilson,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,1
